,,blk_kick,blk_kick_ret_td,blk_kick_ret_yd,bonus_pass_yd_300,bonus_pass_yd_400,bonus_rec_rb,bonus_rec_te,bonus_rec_wr,bonus_rec_yd_100,bonus_rec_yd_200,bonus_rush_yd_100,bonus_rush_yd_200,cmp_pct,def_2pt,def_kr,def_kr_lng,def_kr_td,def_kr_yd,def_pass_def,def_pr,def_pr_lng,def_pr_td,def_pr_yd,def_snp,def_st_td,def_td,down_3_att,down_3_conv,down_3_pct,down_4_att,down_4_conv,down_4_pct,dropback,fan_pts_allow,fan_pts_allow_k,fan_pts_allow_qb,fan_pts_allow_rb,fan_pts_allow_te,fan_pts_allow_wr,fd,ff,fg_blkd,fga,fgm,fgm_0_19,fgm_20_29,fgm_30_39,fgm_40_49,fgm_50p,fgm_lng,fgm_pct,fgmiss,fum,fum_lost,fum_rec,fum_ret_yd,g2g_att,g2g_conv,g2g_pct,giveaway,gms_active,gp,gs,humidity,idp_blk_kick,idp_def_td,idp_ff,idp_fum_rec,idp_int,idp_pass_def,idp_sack,idp_safe,idp_tkl,idp_tkl_ast,idp_tkl_solo,int,int_ret_yd,kr,kr_lng,kr_td,kr_yd,kr_ypa,off_play,off_snp,off_yd,off_yd_per_play,opp_fd,opp_off_play,opp_off_yd,opp_off_yd_per_play,opp_pass_fd,opp_rush_fd,opp_score,opp_score_ot,opp_score_q1,opp_score_q2,opp_score_q3,opp_score_q4,over_under,pass_2pt,pass_att,pass_cmp,pass_fd,pass_inc,pass_int,pass_lng,pass_rtg,pass_sack,pass_sack_yds,pass_td,pass_yd,pass_ypa,pass_ypc,penalty,penalty_yd,point_spread,pr,pr_lng,pr_td,pr_yd,pr_ypa,pts_allow,pts_allow_0,pts_allow_14_20,pts_allow_1_6,pts_allow_21_27,pts_allow_28_34,pts_allow_35p,pts_allow_7_13,pts_half_ppr,pts_ppr,pts_std,punt_avg,punt_blkd,punt_in_20,punt_lng,punt_net_avg,punt_net_yd,punt_tb,punt_yds,punts,qb_hit,rec,rec_2pt,rec_lng,rec_pct,rec_td,rec_tgt,rec_yd,rec_ypr,rec_ypt,rush_2pt,rush_att,rush_fd,rush_lng,rush_td,rush_yd,rush_ypa,rz_att,rz_conv,rz_pct,sack,sack_yd,safe,score,score_ot,score_q1,score_q2,score_q3,score_q4,st_ff,st_fum_rec,st_snp,st_td,st_tkl_solo,takeaway,td,temperature,tkl,tkl_ast,tkl_loss,tkl_solo,tm_def_snp,tm_off_snp,tm_st_snp,turnover_diff,wind_speed,xp_blkd,xpa,xpm,yds_allow,yds_allow_0_100,yds_allow_100_199,yds_allow_200_299,yds_allow_300_349,yds_allow_350_399,yds_allow_400_449,yds_allow_450_499,yds_allow_500_549,yds_allow_550p,year
605,,,,,,,,,,,,,,,,,,,,,,,,,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,773.0,,1.0,2.0,3.0,,1.0,8.0,,48.0,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,117.4,117.4,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,65.0,,,,1.0,806.0,,,9.0,,1031.0,1053.0,321.0,,117.0,,,,,,,,,,,,,,2016
4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,819.0,,,,,,,,,1.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.1,,37.0,857.0,298.5,1620.0,5.0,3215.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,1.0,,,1088.0,,,,,1061.0,1137.0,321.0,,131.0,,,,,,,,,,,,,,2016
4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
5395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
6615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
3487,,,,,,,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,2.0,282.0,,,,,,2.0,,,20.0,5.0,15.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,292.0,,,1.5,,417.0,356.0,170.0,,54.0,,,,,,,,,,,,,,2016
6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,44.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,48.0,,,,,61.0,64.0,28.0,,7.0,,,,,,,,,,,,,,2016
3319,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,12.0,11.0,,816.0,,,,,,,,,,,,,,3.0,26.0,,64.0,21.33,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,110.0,,115.0,12.78,,,,,,,,,7.9,9.4,6.4,,,,,,,,,,,3.0,,9.0,75.0,1.0,7.0,24.0,8.0,3.43,,,,,,,,,,,,,,,,,,,,,,76.0,,,,1.0,794.0,,,,,1032.0,1088.0,338.0,,128.0,,,,,,,,,,,,,,2016
5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
5164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,,1072.0,,,,,,,,,4.0,1.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,1.0,,,994.0,,,,,1147.0,1034.0,427.0,,180.0,,,,,,,,,,,,,,2016
5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
507,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,6.0,6.0,,492.0,,,1.0,,,,,,1.0,,1.0,,,7.0,92.0,,142.0,20.29,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,18.8,12.8,,,,,,,,,,,6.0,,39.0,166.7,1.0,13.0,50.0,8.33,3.85,,6.0,,17.0,,18.0,3.0,,,,,,,,,,,,,,,20.0,,,,1.0,483.0,,,,,583.0,485.0,200.0,,67.0,,,,,,,,,,,,,,2016
1661,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,213.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,178.0,,,,,341.0,299.0,117.0,,65.0,,,,,,,,,,,,,,2016
2549,,,,,3.0,,,,,,,,,845.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,-1.0,,,,,14.0,14.0,14.0,702.0,,,,,,,,,,,,,,,,,,,,903.0,,,,,,,,,,,,,,,,1.0,486.0,289.0,,197.0,10.0,531.0,1241.46,31.0,187.0,18.0,3401.0,7.0,11.77,,,,,,,,,,,,,,,,,191.6,191.74,191.74,,,,,,,,,,,,,,,,,,,,,28.0,,42.0,,57.0,2.04,,,,,,,,,,,,,,,,,,,,1000.0,,,,,1140.0,1079.0,401.0,,131.0,,,,,,,,,,,,,,2016
602,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,816.0,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,794.0,,,,,1032.0,1088.0,338.0,,128.0,,,,,,,,,,,,,,2016
4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
1697,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,275.0,256.0,93.0,,40.0,,,,,,,,,,,,,,2016
1617,,,,,,,,,,,,,,,,,,,,,,,,,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,819.0,,,,1.0,2.0,10.0,,,92.0,12.0,80.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,108.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,1088.0,,,3.0,,1061.0,1137.0,321.0,,131.0,,,,,,,,,,,,,,2016
4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2004,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,1.0,702.0,,,,,,,,,4.0,,1.0,,,12.0,100.0,,200.0,16.67,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,15.6,7.6,,,,,,,,,,,8.0,,58.0,410.0,,15.0,76.0,9.5,5.07,,,,,,,,,,,,,,,,,,,,,,194.0,,3.0,,,1000.0,,,,,1140.0,1079.0,401.0,,131.0,,,,,,,,,,,,,,2016
4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
4792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
6232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
798,,,,,,,,,,,,,,,,,,,,,,,,,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,807.0,,,,1.0,1.0,6.0,,,40.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,51.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,970.0,,,2.0,,1071.0,1063.0,387.0,,121.0,,,,,,,,,,,,,,2016
1408,,,,,,,75.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,12.0,12.0,12.0,910.0,,,,,,,,,,,,,,,,,,,,781.0,,,,,,,,,,,,,,,,,1.0,,,,,,39.58,,,,,,,,,,,,,,,,,,,,,,,279.9,317.4,242.4,,,,,,,,,,,75.0,1.0,207.0,956.5,2.0,94.0,616.0,8.21,6.55,,261.0,,219.0,7.0,1268.0,4.86,,,,,,,,,,,,,,,5.0,,,,9.0,827.0,,,,,1045.0,1083.0,323.0,,151.0,,,,,,,,,,,,,,2016
5983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
6390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
5324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
BUF,,1.0,,,,,,,,,,,,,,39.0,369.0,,829.0,74.0,28.0,274.0,,314.0,,,3.0,210.0,86.0,,15.0,8.0,,,1175.9,136.0,252.6,347.9,92.3,347.1,,11.0,,,,,,,,,,,,,,6.0,68.0,,,,,,,,937.0,,,,,,,,,,,,12.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,1.0,3.0,,3.0,3.0,3.0,3.0,51.5,,103.0,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,39.0,253.0,,,,,,,,,,,,,,,864.0,,323.0,78.0,672.0,,,,,150.0,,,,5712.0,,,3.0,7.0,2.0,,4.0,,,2016
1429,,,,,,,,,,,,,,,,,,,,,,,,,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,12.0,697.0,,,,,3.0,8.0,2.0,,66.0,8.0,56.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,90.0,90.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,2.0,,,987.0,,,5.0,,1074.0,1151.0,417.0,,84.0,,,,,,,,,,,,,,2016
5306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,,,,,1054.0,1080.0,363.0,,107.0,,,,,,,,,,,,,,2016
735,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,693.0,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,27.1,21.1,,,,,,,,,,,6.0,,16.0,171.4,1.0,8.0,35.0,5.83,4.38,,19.0,,44.0,,116.0,6.11,,,,,,,,,,,,,,,3.0,,,,1.0,1047.0,,,,,1059.0,1069.0,388.0,,118.0,,,,,,,,,,,,,,2016
1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,3.0,813.0,,,,,,,,,,,,,,,,,,,,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,882.0,,,,,1041.0,1134.0,387.0,,165.0,,,,,,,,,,,,,,2016
2689,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.0,16.0,15.0,702.0,,,1.0,1.0,,2.0,0.5,,97.0,33.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,94.75,94.75,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,102.0,,,,,1000.0,,,1.0,,1140.0,1079.0,401.0,,131.0,,,,,,,,,,,,,,2016
4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,761.0,,,,,,,,,,,,,,,,,,,,890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,1052.0,,,,,996.0,1124.0,384.0,,152.0,,,,,,,,,,,,,,2016
5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016
1905,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,16.0,910.0,,,,,,3.0,2.5,,146.0,50.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.3,146.3,146.3,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,176.0,,1.0,,,874.0,,,11.5,,1113.0,1030.0,386.0,,195.0,,,,,,,,,,,,,,2016
627,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,16.0,16.0,1.0,1114.0,,,,,,,,,,,,,,33.0,381.0,,747.0,22.64,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,218.0,2.0,246.0,12.3,,,,,,,,,29.8,36.8,22.8,,,,,,,,,,,14.0,,162.0,757.1,1.0,25.0,188.0,13.43,7.52,,,,,,,,,,,,,,,,,,,,,,135.0,2.0,,,3.0,926.0,,,,,1027.0,1037.0,344.0,,133.0,,,,,,,,,,,,,,2016
2015,,,,,,,,,,,,,,,,,,,,,,,,,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,14.0,954.0,,,1.0,,,2.0,10.0,,38.0,13.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,89.75,89.75,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,37.5,,,,,,,,,,4.0,,,,,849.0,,,12.5,,1118.0,1024.0,387.0,,151.0,,,,,,,,,,,,,,2016
2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,773.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,806.0,,,,,1031.0,1053.0,321.0,,117.0,,,,,,,,,,,,,,2016
